age,sex,scenario,scen,prop,mode,max_walk,max_cycle,purpose,title1
15-19,females,Scenario,commuting_2_0,0.006536549239146647,Other,2,0,commuting,2km ≥ walking
15-19,females,Scenario,commuting_2_0,0.1967121047225559,Public transport,2,0,commuting,2km ≥ walking
15-19,females,Scenario,commuting_2_0,0.3473697731767257,Walking,2,0,commuting,2km ≥ walking
15-19,females,Scenario,all_2_5,0.10847315992812347,Cycling,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females,Scenario,all_2_5,0.2955818701357119,Car,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females,Scenario,all_2_5,0.006536549239146647,Other,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females,Scenario,all_2_5,0.1967121047225559,Public transport,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females,Scenario,all_2_5,0.3926963159744621,Walking,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females,Scenario,commuting_2_5,0.03632418973035005,Cycling,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females,Scenario,commuting_2_5,0.4130573831312217,Car,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females,Scenario,commuting_2_5,0.006536549239146647,Other,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females,Scenario,commuting_2_5,0.1967121047225559,Public transport,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females,Scenario,commuting_2_5,0.3473697731767257,Walking,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Base case,all_0_2,0.010244720664109383,Cycling,0,2,all,2km ≥ cycling
15-19,females and males,Base case,all_0_2,0.4490535004254144,Car,0,2,all,2km ≥ cycling
15-19,females and males,Base case,all_0_2,0.00960570664449069,Other,0,2,all,2km ≥ cycling
15-19,females and males,Base case,all_0_2,0.19003784109870572,Public transport,0,2,all,2km ≥ cycling
15-19,females and males,Base case,all_0_2,0.34105823116727985,Walking,0,2,all,2km ≥ cycling
15-19,females and males,Base case,commuting_0_2,0.010244720664109383,Cycling,0,2,commuting,2km ≥ cycling
15-19,females and males,Base case,commuting_0_2,0.4490535004254144,Car,0,2,commuting,2km ≥ cycling
15-19,females and males,Base case,commuting_0_2,0.00960570664449069,Other,0,2,commuting,2km ≥ cycling
15-19,females and males,Base case,commuting_0_2,0.19003784109870572,Public transport,0,2,commuting,2km ≥ cycling
15-19,females and males,Base case,commuting_0_2,0.34105823116727985,Walking,0,2,commuting,2km ≥ cycling
15-19,females and males,Base case,all_0_5,0.010244720664109383,Cycling,0,5,all,5km ≥ cycling
15-19,females and males,Base case,all_0_5,0.4490535004254144,Car,0,5,all,5km ≥ cycling
15-19,females and males,Base case,all_0_5,0.00960570664449069,Other,0,5,all,5km ≥ cycling
15-19,females and males,Base case,all_0_5,0.19003784109870572,Public transport,0,5,all,5km ≥ cycling
15-19,females and males,Base case,all_0_5,0.34105823116727985,Walking,0,5,all,5km ≥ cycling
15-19,females and males,Base case,commuting_0_5,0.010244720664109383,Cycling,0,5,commuting,5km ≥ cycling
15-19,females and males,Base case,commuting_0_5,0.4490535004254144,Car,0,5,commuting,5km ≥ cycling
15-19,females and males,Base case,commuting_0_5,0.00960570664449069,Other,0,5,commuting,5km ≥ cycling
15-19,females and males,Base case,commuting_0_5,0.19003784109870572,Public transport,0,5,commuting,5km ≥ cycling
15-19,females and males,Base case,commuting_0_5,0.34105823116727985,Walking,0,5,commuting,5km ≥ cycling
15-19,females and males,Base case,all_1_0,0.010244720664109383,Cycling,1,0,all,1km ≥ walking
15-19,females and males,Base case,all_1_0,0.4490535004254144,Car,1,0,all,1km ≥ walking
15-19,females and males,Base case,all_1_0,0.00960570664449069,Other,1,0,all,1km ≥ walking
15-19,females and males,Base case,all_1_0,0.19003784109870572,Public transport,1,0,all,1km ≥ walking
15-19,females and males,Base case,all_1_0,0.34105823116727985,Walking,1,0,all,1km ≥ walking
15-19,females and males,Base case,commuting_1_0,0.010244720664109383,Cycling,1,0,commuting,1km ≥ walking
15-19,females and males,Base case,commuting_1_0,0.4490535004254144,Car,1,0,commuting,1km ≥ walking
15-19,females and males,Base case,commuting_1_0,0.00960570664449069,Other,1,0,commuting,1km ≥ walking
15-19,females and males,Base case,commuting_1_0,0.19003784109870572,Public transport,1,0,commuting,1km ≥ walking
15-19,females and males,Base case,commuting_1_0,0.34105823116727985,Walking,1,0,commuting,1km ≥ walking
15-19,females and males,Base case,all_1_2,0.010244720664109383,Cycling,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Base case,all_1_2,0.4490535004254144,Car,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Base case,all_1_2,0.00960570664449069,Other,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Base case,all_1_2,0.19003784109870572,Public transport,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Base case,all_1_2,0.34105823116727985,Walking,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Base case,commuting_1_2,0.010244720664109383,Cycling,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Base case,commuting_1_2,0.4490535004254144,Car,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Base case,commuting_1_2,0.00960570664449069,Other,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Base case,commuting_1_2,0.19003784109870572,Public transport,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Base case,commuting_1_2,0.34105823116727985,Walking,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Base case,all_1_5,0.010244720664109383,Cycling,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Base case,all_1_5,0.4490535004254144,Car,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Base case,all_1_5,0.00960570664449069,Other,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Base case,all_1_5,0.19003784109870572,Public transport,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Base case,all_1_5,0.34105823116727985,Walking,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Base case,commuting_1_5,0.010244720664109383,Cycling,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Base case,commuting_1_5,0.4490535004254144,Car,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Base case,commuting_1_5,0.00960570664449069,Other,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Base case,commuting_1_5,0.19003784109870572,Public transport,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Base case,commuting_1_5,0.34105823116727985,Walking,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Base case,all_2_0,0.010244720664109383,Cycling,2,0,all,2km ≥ walking
15-19,females and males,Base case,all_2_0,0.4490535004254144,Car,2,0,all,2km ≥ walking
15-19,females and males,Base case,all_2_0,0.00960570664449069,Other,2,0,all,2km ≥ walking
15-19,females and males,Base case,all_2_0,0.19003784109870572,Public transport,2,0,all,2km ≥ walking
15-19,females and males,Base case,all_2_0,0.34105823116727985,Walking,2,0,all,2km ≥ walking
15-19,females and males,Base case,commuting_2_0,0.010244720664109383,Cycling,2,0,commuting,2km ≥ walking
15-19,females and males,Base case,commuting_2_0,0.4490535004254144,Car,2,0,commuting,2km ≥ walking
15-19,females and males,Base case,commuting_2_0,0.00960570664449069,Other,2,0,commuting,2km ≥ walking
15-19,females and males,Base case,commuting_2_0,0.19003784109870572,Public transport,2,0,commuting,2km ≥ walking
15-19,females and males,Base case,commuting_2_0,0.34105823116727985,Walking,2,0,commuting,2km ≥ walking
15-19,females and males,Base case,all_2_5,0.010244720664109383,Cycling,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Base case,all_2_5,0.4490535004254144,Car,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Base case,all_2_5,0.00960570664449069,Other,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Base case,all_2_5,0.19003784109870572,Public transport,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Base case,all_2_5,0.34105823116727985,Walking,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Base case,commuting_2_5,0.010244720664109383,Cycling,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Base case,commuting_2_5,0.4490535004254144,Car,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Base case,commuting_2_5,0.00960570664449069,Other,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Base case,commuting_2_5,0.19003784109870572,Public transport,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Base case,commuting_2_5,0.34105823116727985,Walking,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Scenario,all_0_2,0.055957396608867345,Cycling,0,2,all,2km ≥ cycling
15-19,females and males,Scenario,all_0_2,0.40334082448065645,Car,0,2,all,2km ≥ cycling
15-19,females and males,Scenario,all_0_2,0.00960570664449069,Other,0,2,all,2km ≥ cycling
15-19,females and males,Scenario,all_0_2,0.19003784109870572,Public transport,0,2,all,2km ≥ cycling
15-19,females and males,Scenario,all_0_2,0.34105823116727985,Walking,0,2,all,2km ≥ cycling
15-19,females and males,Scenario,commuting_0_2,0.019853881749646755,Cycling,0,2,commuting,2km ≥ cycling
15-19,females and males,Scenario,commuting_0_2,0.43944433933987703,Car,0,2,commuting,2km ≥ cycling
15-19,females and males,Scenario,commuting_0_2,0.00960570664449069,Other,0,2,commuting,2km ≥ cycling
15-19,females and males,Scenario,commuting_0_2,0.19003784109870572,Public transport,0,2,commuting,2km ≥ cycling
15-19,females and males,Scenario,commuting_0_2,0.34105823116727985,Walking,0,2,commuting,2km ≥ cycling
15-19,females and males,Scenario,all_0_5,0.1617288118691831,Cycling,0,5,all,5km ≥ cycling
15-19,females and males,Scenario,all_0_5,0.29756940922034075,Car,0,5,all,5km ≥ cycling
15-19,females and males,Scenario,all_0_5,0.00960570664449069,Other,0,5,all,5km ≥ cycling
15-19,females and males,Scenario,all_0_5,0.19003784109870572,Public transport,0,5,all,5km ≥ cycling
15-19,females and males,Scenario,all_0_5,0.34105823116727985,Walking,0,5,all,5km ≥ cycling
15-19,females and males,Scenario,commuting_0_5,0.05734383652295309,Cycling,0,5,commuting,5km ≥ cycling
15-19,females and males,Scenario,commuting_0_5,0.40195438456657073,Car,0,5,commuting,5km ≥ cycling
15-19,females and males,Scenario,commuting_0_5,0.00960570664449069,Other,0,5,commuting,5km ≥ cycling
15-19,females and males,Scenario,commuting_0_5,0.19003784109870572,Public transport,0,5,commuting,5km ≥ cycling
15-19,females and males,Scenario,commuting_0_5,0.34105823116727985,Walking,0,5,commuting,5km ≥ cycling
15-19,females and males,Scenario,all_1_0,0.010244720664109383,Cycling,1,0,all,1km ≥ walking
15-19,females and males,Scenario,all_1_0,0.4382588327466733,Car,1,0,all,1km ≥ walking
15-19,females and males,Scenario,all_1_0,0.00960570664449069,Other,1,0,all,1km ≥ walking
15-19,females and males,Scenario,all_1_0,0.19003784109870572,Public transport,1,0,all,1km ≥ walking
15-19,females and males,Scenario,all_1_0,0.35185289884602095,Walking,1,0,all,1km ≥ walking
15-19,females and males,Scenario,commuting_1_0,0.010244720664109383,Cycling,1,0,commuting,1km ≥ walking
15-19,females and males,Scenario,commuting_1_0,0.4476082198655002,Car,1,0,commuting,1km ≥ walking
15-19,females and males,Scenario,commuting_1_0,0.00960570664449069,Other,1,0,commuting,1km ≥ walking
15-19,females and males,Scenario,commuting_1_0,0.19003784109870572,Public transport,1,0,commuting,1km ≥ walking
15-19,females and males,Scenario,commuting_1_0,0.34250351172719407,Walking,1,0,commuting,1km ≥ walking
15-19,females and males,Scenario,all_1_2,0.04516272893012622,Cycling,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Scenario,all_1_2,0.40334082448065645,Car,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Scenario,all_1_2,0.00960570664449069,Other,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Scenario,all_1_2,0.19003784109870572,Public transport,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Scenario,all_1_2,0.35185289884602095,Walking,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Scenario,commuting_1_2,0.01840860118973253,Cycling,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Scenario,commuting_1_2,0.43944433933987703,Car,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Scenario,commuting_1_2,0.00960570664449069,Other,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Scenario,commuting_1_2,0.19003784109870572,Public transport,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Scenario,commuting_1_2,0.34250351172719407,Walking,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
15-19,females and males,Scenario,all_1_5,0.15093414419044196,Cycling,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Scenario,all_1_5,0.29756940922034075,Car,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Scenario,all_1_5,0.00960570664449069,Other,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Scenario,all_1_5,0.19003784109870572,Public transport,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Scenario,all_1_5,0.35185289884602095,Walking,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Scenario,commuting_1_5,0.055898555963038866,Cycling,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Scenario,commuting_1_5,0.40195438456657073,Car,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Scenario,commuting_1_5,0.00960570664449069,Other,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Scenario,commuting_1_5,0.19003784109870572,Public transport,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Scenario,commuting_1_5,0.34250351172719407,Walking,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
15-19,females and males,Scenario,all_2_0,0.010244720664109383,Cycling,2,0,all,2km ≥ walking
15-19,females and males,Scenario,all_2_0,0.40334082448065645,Car,2,0,all,2km ≥ walking
15-19,females and males,Scenario,all_2_0,0.00960570664449069,Other,2,0,all,2km ≥ walking
15-19,females and males,Scenario,all_2_0,0.19003784109870572,Public transport,2,0,all,2km ≥ walking
15-19,females and males,Scenario,all_2_0,0.38677090711203777,Walking,2,0,all,2km ≥ walking
15-19,females and males,Scenario,commuting_2_0,0.010244720664109383,Cycling,2,0,commuting,2km ≥ walking
15-19,females and males,Scenario,commuting_2_0,0.43944433933987703,Car,2,0,commuting,2km ≥ walking
15-19,females and males,Scenario,commuting_2_0,0.00960570664449069,Other,2,0,commuting,2km ≥ walking
15-19,females and males,Scenario,commuting_2_0,0.19003784109870572,Public transport,2,0,commuting,2km ≥ walking
15-19,females and males,Scenario,commuting_2_0,0.3506673922528172,Walking,2,0,commuting,2km ≥ walking
15-19,females and males,Scenario,all_2_5,0.11601613592442513,Cycling,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Scenario,all_2_5,0.29756940922034075,Car,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Scenario,all_2_5,0.00960570664449069,Other,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Scenario,all_2_5,0.19003784109870572,Public transport,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Scenario,all_2_5,0.38677090711203777,Walking,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Scenario,commuting_2_5,0.04773467543741572,Cycling,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Scenario,commuting_2_5,0.40195438456657073,Car,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Scenario,commuting_2_5,0.00960570664449069,Other,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Scenario,commuting_2_5,0.19003784109870572,Public transport,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
15-19,females and males,Scenario,commuting_2_5,0.3506673922528172,Walking,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
20-39,males,Base case,all_0_2,0.016945253557700612,Cycling,0,2,all,2km ≥ cycling
20-39,males,Base case,all_0_2,0.5965913117640641,Car,0,2,all,2km ≥ cycling
20-39,males,Base case,all_0_2,0.009873231377571786,Other,0,2,all,2km ≥ cycling
20-39,males,Base case,all_0_2,0.11183595827752565,Public transport,0,2,all,2km ≥ cycling
20-39,males,Base case,all_0_2,0.2647542450231378,Walking,0,2,all,2km ≥ cycling
20-39,males,Base case,commuting_0_2,0.016945253557700612,Cycling,0,2,commuting,2km ≥ cycling
20-39,males,Base case,commuting_0_2,0.5965913117640641,Car,0,2,commuting,2km ≥ cycling
20-39,males,Base case,commuting_0_2,0.009873231377571786,Other,0,2,commuting,2km ≥ cycling
20-39,males,Base case,commuting_0_2,0.11183595827752565,Public transport,0,2,commuting,2km ≥ cycling
20-39,males,Base case,commuting_0_2,0.2647542450231378,Walking,0,2,commuting,2km ≥ cycling
20-39,males,Base case,all_0_5,0.016945253557700612,Cycling,0,5,all,5km ≥ cycling
20-39,males,Base case,all_0_5,0.5965913117640641,Car,0,5,all,5km ≥ cycling
20-39,males,Base case,all_0_5,0.009873231377571786,Other,0,5,all,5km ≥ cycling
20-39,males,Base case,all_0_5,0.11183595827752565,Public transport,0,5,all,5km ≥ cycling
20-39,males,Base case,all_0_5,0.2647542450231378,Walking,0,5,all,5km ≥ cycling
20-39,males,Base case,commuting_0_5,0.016945253557700612,Cycling,0,5,commuting,5km ≥ cycling
20-39,males,Base case,commuting_0_5,0.5965913117640641,Car,0,5,commuting,5km ≥ cycling
20-39,males,Base case,commuting_0_5,0.009873231377571786,Other,0,5,commuting,5km ≥ cycling
20-39,males,Base case,commuting_0_5,0.11183595827752565,Public transport,0,5,commuting,5km ≥ cycling
20-39,males,Base case,commuting_0_5,0.2647542450231378,Walking,0,5,commuting,5km ≥ cycling
20-39,males,Base case,all_1_0,0.016945253557700612,Cycling,1,0,all,1km ≥ walking
20-39,males,Base case,all_1_0,0.5965913117640641,Car,1,0,all,1km ≥ walking
20-39,males,Base case,all_1_0,0.009873231377571786,Other,1,0,all,1km ≥ walking
20-39,males,Base case,all_1_0,0.11183595827752565,Public transport,1,0,all,1km ≥ walking
20-39,males,Base case,all_1_0,0.2647542450231378,Walking,1,0,all,1km ≥ walking
20-39,males,Base case,commuting_1_0,0.016945253557700612,Cycling,1,0,commuting,1km ≥ walking
20-39,males,Base case,commuting_1_0,0.5965913117640641,Car,1,0,commuting,1km ≥ walking
20-39,males,Base case,commuting_1_0,0.009873231377571786,Other,1,0,commuting,1km ≥ walking
20-39,males,Base case,commuting_1_0,0.11183595827752565,Public transport,1,0,commuting,1km ≥ walking
20-39,males,Base case,commuting_1_0,0.2647542450231378,Walking,1,0,commuting,1km ≥ walking
20-39,males,Base case,all_1_2,0.016945253557700612,Cycling,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
20-39,males,Base case,all_1_2,0.5965913117640641,Car,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
20-39,males,Base case,all_1_2,0.009873231377571786,Other,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
20-39,males,Base case,all_1_2,0.11183595827752565,Public transport,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
20-39,males,Base case,all_1_2,0.2647542450231378,Walking,1,2,all,1km ≥ walking ; 1 km < cycling ≤ 2 km
20-39,males,Base case,commuting_1_2,0.016945253557700612,Cycling,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
20-39,males,Base case,commuting_1_2,0.5965913117640641,Car,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
20-39,males,Base case,commuting_1_2,0.009873231377571786,Other,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
20-39,males,Base case,commuting_1_2,0.11183595827752565,Public transport,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
20-39,males,Base case,commuting_1_2,0.2647542450231378,Walking,1,2,commuting,1km ≥ walking ; 1 km < cycling ≤ 2 km
20-39,males,Base case,all_1_5,0.016945253557700612,Cycling,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
20-39,males,Base case,all_1_5,0.5965913117640641,Car,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
20-39,males,Base case,all_1_5,0.009873231377571786,Other,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
20-39,males,Base case,all_1_5,0.11183595827752565,Public transport,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
20-39,males,Base case,all_1_5,0.2647542450231378,Walking,1,5,all,1km ≥ walking ; 1 km < cycling ≤ 5 km
20-39,males,Base case,commuting_1_5,0.016945253557700612,Cycling,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
20-39,males,Base case,commuting_1_5,0.5965913117640641,Car,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
20-39,males,Base case,commuting_1_5,0.009873231377571786,Other,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
20-39,males,Base case,commuting_1_5,0.11183595827752565,Public transport,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
20-39,males,Base case,commuting_1_5,0.2647542450231378,Walking,1,5,commuting,1km ≥ walking ; 1 km < cycling ≤ 5 km
20-39,males,Base case,all_2_0,0.016945253557700612,Cycling,2,0,all,2km ≥ walking
20-39,males,Base case,all_2_0,0.5965913117640641,Car,2,0,all,2km ≥ walking
20-39,males,Base case,all_2_0,0.009873231377571786,Other,2,0,all,2km ≥ walking
20-39,males,Base case,all_2_0,0.11183595827752565,Public transport,2,0,all,2km ≥ walking
20-39,males,Base case,all_2_0,0.2647542450231378,Walking,2,0,all,2km ≥ walking
20-39,males,Base case,commuting_2_0,0.016945253557700612,Cycling,2,0,commuting,2km ≥ walking
20-39,males,Base case,commuting_2_0,0.5965913117640641,Car,2,0,commuting,2km ≥ walking
20-39,males,Base case,commuting_2_0,0.009873231377571786,Other,2,0,commuting,2km ≥ walking
20-39,males,Base case,commuting_2_0,0.11183595827752565,Public transport,2,0,commuting,2km ≥ walking
20-39,males,Base case,commuting_2_0,0.2647542450231378,Walking,2,0,commuting,2km ≥ walking
20-39,males,Base case,all_2_5,0.016945253557700612,Cycling,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
20-39,males,Base case,all_2_5,0.5965913117640641,Car,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
20-39,males,Base case,all_2_5,0.009873231377571786,Other,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
20-39,males,Base case,all_2_5,0.11183595827752565,Public transport,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
20-39,males,Base case,all_2_5,0.2647542450231378,Walking,2,5,all,2km ≥ walking ; 2 km < cycling ≤ 5 km
20-39,males,Base case,commuting_2_5,0.016945253557700612,Cycling,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
20-39,males,Base case,commuting_2_5,0.5965913117640641,Car,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
20-39,males,Base case,commuting_2_5,0.009873231377571786,Other,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
20-39,males,Base case,commuting_2_5,0.11183595827752565,Public transport,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
20-39,males,Base case,commuting_2_5,0.2647542450231378,Walking,2,5,commuting,2km ≥ walking ; 2 km < cycling ≤ 5 km
20-39,males,Scenario,all_0_2,0.0996435580178128,Cycling,0,2,all,2km ≥ cycling
20-39,males,Scenario,all_0_2,0.5138930073039519,Car,0,2,all,2km ≥ cycling
20-39,males,Scenario,all_0_2,0.009873231377571786,Other,0,2,all,2km ≥ cycling
20-39,males,Scenario,all_0_2,0.11183595827752565,Public transport,0,2,all,2km ≥ cycling
20-39,males,Scenario,all_0_2,0.2647542450231378,Walking,0,2,all,2km ≥ cycling
20-39,males,Scenario,commuting_0_2,0.030838013191081388,Cycling,0,2,commuting,2km ≥ cycling
20-39,males,Scenario,commuting_0_2,0.5826985521306833,Car,0,2,commuting,2km ≥ cycling
20-39,males,Scenario,commuting_0_2,0.009873231377571786,Other,0,2,commuting,2km ≥ cycling
20-39,males,Scenario,commuting_0_2,0.11183595827752565,Public transport,0,2,commuting,2km ≥ cycling
20-39,males,Scenario,commuting_0_2,0.2647542450231378,Walking,0,2,commuting,2km ≥ cycling
20-39,males,Scenario,all_0_5,0.2276220053211013,Cycling,0,5,all,5km ≥ cycling
20-39,males,Scenario,all_0_5,0.3859145600006634,Car,0,5,all,5km ≥ cycling
20-39,males,Scenario,all_0_5,0.009873231377571786,Other,0,5,all,5km ≥ cycling
20-39,males,Scenario,all_0_5,0.11183595827752565,Public transport,0,5,all,5km ≥ cycling
20-39,males,Scenario,all_0_5,0.2647542450231378,Walking,0,5,all,5km ≥ cycling
20-39,males,Scenario,commuting_0_5,0.058954658838466484,Cycling,0,5,commuting,5km ≥ cycling
20-39,males,Scenario,commuting_0_5,0.5545819064832982,Car,0,5,commuting,5km ≥ cycling
20-39,males,Scenario,commuting_0_5,0.009873231377571786,Other,0,5,commuting,5km ≥ cycling
20-39,males,Scenario,commuting_0_5,0.11183595827752565,Public transport,0,5,commuting,5km ≥ cycling
20-39,males,Scenario,commuting_0_5,0.2647542450231378,Walking,0,5,commuting,5km ≥ cycling
20-39,males,Scenario,all_1_0,0.016945253557700612,Cycling,1,0,all,1km ≥ walking
20-39,males,Scenario,all_1_0,0.5718354823831097,Car,1,0,all,1km ≥ walking
20-39,males,Scenario,all_1_0,0.009873231377571786,Other,1,0,all,1km ≥ walking
20-39,males,Scenario,all_1_0,0.11183595827752565,Public transport,1,0,all,1km ≥ walking
20-39,males,Scenario,all_1_0,0.2895100744040922,Walking,1,0,all,1km ≥ walking
20-39,males,Scenario,commuting_1_0,0.016945253557700612,Cycling,1,0,commuting,1km ≥ walking
20-39,males,Scenario,commuting_1_0,0.5920183223386252,Car,1,0,commuting,1km ≥ walking
20-39,males,Scenario,commuting_1_0,0.009873231377571786,Other,1,0,commuting,1km ≥ walking
20-39,males,Scenario,commuting_1_0,0.11183595827752565,Public transport,1,0,commuting,1km ≥ walking
20-39,males,Scenario,commuting_1_0,0.2693272344485768,Walking,1,0,commuting,1km ≥ walking
